Polling Firm,Fieldwork Start,Fieldwork End,Period Estimated,Scope,Variant,Sample Size,Participation Rate,Participation,Precision,ANO,ODS,Piráti,SPD,Stačilo!,KSČM,SOCDEM,KDU-ČSL,TOP 09,STAN,Svobodní,Zelení,Úsvit,Trikolóra,STAN-TOP,ČSL-STAN,SPOLU,Pir-STAN,TSS,Přísaha,AUTO,Přísaha+AUTO,VB,PRO,DSSS,SPOZ,VV,US-DEU,Koalice,DEU,SPR-RSC,NEZ,SNK-ED,SŽJ,ODA,LB,HSMS-MNS,ODS+KDS,LB+KSČM,LSU,ZS,ČSS,OH,KDS,Other,Source
CVVM,2013-02-04,2013-02-11,FALSE,National,,1023,0.59,541,0.5,,0.12,,,,0.17,0.41,0.035,0.17,,,0.015,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,0.045,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1503/f9/pv130221.pdf
STEM,2013-02-04,2013-02-11,FALSE,National,,1090,0.59,904,0.1,,0.14,,,,0.136,0.34,0.048,0.171,,,0.03,,,,,,,,,,,0.021,,,0.063,0.01,,,,,,,,,,,,,,,,,,0.041,https://www.stem.cz/wp-content/uploads/2015/12/2692_1638.pdf
PPM Factum,2013-01-27,2013-02-05,FALSE,National,,958,0.505,,0.1,,0.156,,,,0.138,0.246,0.074,0.145,,,0.031,,,,,,,,,,,0.02,,,0.074,0.009,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217063039/http://www.factum.cz/523_top-09-temer-dotahla-ods
CVVM,2013-01-14,2013-01-21,FALSE,National,,992,0.62,559,0.5,,0.13,,,,0.175,0.38,0.035,0.16,,,0.02,,,,,,,,,,,,,,0.035,0.005,,,,,,,,,,,,,,,,,,0.06,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1488/f9/pv130130.pdf
STEM,2013-01-04,2013-01-11,FALSE,National,,1119,0.57,900,0.1,0.011,0.172,,,,0.158,0.33,0.047,0.114,,,0.03,,,,,,,,,,,0.016,,,0.046,0.009,,,,,,,,,,,,,,,,,,0.067,https://www.stem.cz/wp-content/uploads/2015/12/2680_1632.pdf
PPM Factum,2013-01-01,2013-01-06,FALSE,National,,959,0.613,,0.1,,0.171,0.027,,,0.146,0.24,0.067,0.111,,0.026,0.038,,,,,,,,,,,0.022,,,0.066,0.014,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217064904/http://www.factum.cz/521_komuniste-na-zacatku-ledna-ztraceli
Median,2012-11-17,2012-12-17,FALSE,National,,1165,0.67,,0.5,,0.225,,,,0.16,0.29,0.05,0.105,,0.02,0.02,,,,,,,,,,,,,,0.04,0.02,,,,,,,,,,,,,,,,,,0.07,https://www.median.eu/cs/wp-content/uploads/docs/preference_2012_11.pdf
CVVM,2012-12-03,2012-12-10,FALSE,National,,998,0.57,512,0.5,,0.17,,,,0.22,0.36,0.06,0.085,,,0.04,,,,,,,,,,,,,,0.015,0.005,,,,,,,,,,,,,,,,,,0.045,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1477/f9/pv121219.pdf
PPM Factum,2012-11-29,2012-12-09,FALSE,National,,939,0.599,,0.1,,0.157,0.034,,,0.163,0.256,0.064,0.105,,0.024,0.037,,,,,,,,,,,0.018,,0.018,0.057,0.012,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217062222/http://www.factum.cz/514_krajske-koalice-nezmenily-celostatni-preference
CVVM,2012-11-12,2012-11-19,FALSE,National,,1002,0.58,529,0.5,,0.16,0.015,,,0.19,0.39,0.05,0.1,,,0.03,,,,,,,,,,,,,,0.015,0.005,,,,,,,,,,,,,,,,,,0.045,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1543/f9/pv121128.pdf
Median,2012-10-17,2012-11-16,FALSE,National,,1060,0.645,,0.5,,0.21,,,,0.17,0.275,0.05,0.115,,0.02,0.025,,,,,,,,,,,0.02,,,0.05,0.02,,,,,,,,,,,,,,,,,,0.065,https://www.median.eu/cs/wp-content/uploads/docs/preference_2012_10.pdf
PPM Factum,2012-11-01,2012-11-09,FALSE,National,,948,0.597,,0.1,,0.153,,,,0.165,0.251,0.063,0.118,,0.025,0.032,,,,,,,,,,,0.025,,0.013,0.053,0.011,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217062740/http://www.factum.cz/510_ods-i-po-kongresu-oslabuje
STEM,2012-10-27,2012-11-05,FALSE,National,,1062,,913,0.1,,0.174,0.016,,,0.156,0.319,0.057,0.081,,,0.036,,,,,,,,,,,0.009,,0.016,0.042,0.006,,,,,,,,,,,,,,,,,,0.087,https://www.stem.cz/wp-content/uploads/2015/12/2605_1594.pdf
Median,2012-09-17,2012-10-16,FALSE,National,,1108,0.65,,0.5,,0.2,,,,0.165,0.285,0.045,0.105,,,0.03,,,,,,,,,,,0.025,,,0.04,0.015,,,,,,,,,,,,,,,,,,0.09,https://www.median.eu/cs/wp-content/uploads/docs/preference_2012_09.pdf
PPM Factum,2012-10-04,2012-10-11,FALSE,National,,971,0.604,,0.1,,0.171,,,,0.164,0.228,0.056,0.117,,0.027,0.031,,,,,,,,,,,0.029,,0.022,0.064,0.015,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217064544/http://www.factum.cz/508_pred-volbami-klid
CVVM,2012-10-01,2012-10-08,FALSE,National,,982,0.58,515,0.5,,0.165,0.015,,,0.225,0.33,0.05,0.085,,,0.035,,,,,,,,,,,0.015,,,0.035,0.01,,,,,,,,,,,,,,,,,,0.025,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1527/f9/pv121022.pdf
STEM,2012-09-24,2012-10-02,FALSE,National,,1061,,894,0.1,,0.168,,,,0.158,0.301,0.043,0.109,,,0.038,,,,,,,,,,,0.019,,,0.044,0.018,,,,,,,,,,,,,,,,,,0.102,https://www.stem.cz/wp-content/uploads/2015/12/2584_1582.pdf
PPM Factum,2012-09-06,2012-09-18,FALSE,National,,934,0.615,,0.1,,0.171,,,,0.165,0.215,0.052,0.103,,0.028,0.038,,,,,,,,,,,0.028,,0.029,0.076,0.02,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217063010/http://www.factum.cz/505_komuniste-se-dotahuji-na-ods
Median,2012-08-17,2012-09-17,FALSE,National,,962,0.635,,0.5,,0.21,,,,0.175,0.255,0.04,0.105,,0.02,0.02,,,,,,,,,,,0.035,,,0.04,0.02,,,,,,,,,,,,,,,,,,0.08,https://www.median.eu/cs/wp-content/uploads/docs/preference_2012_08.pdf
CVVM,2012-09-03,2012-09-10,FALSE,National,,992,0.57,501,0.5,0.01,0.205,0.01,,,0.21,0.315,0.06,0.085,,,0.015,,,,,,,,,,,0.01,,,0.03,0.005,,,,,,,,,,,,,,,,,,0.045,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1514/f9/pv120920.pdf
STEM,2012-08-29,2012-09-05,FALSE,National,,1205,,898,0.1,,0.162,,,,0.181,0.295,0.039,0.103,,,0.036,,,,,,,,,,,0.013,,,0.058,0.026,,,,,,,,,,,,,,,,,,0.086,https://www.stem.cz/wp-content/uploads/2015/12/2536_1556.pdf
PPM Factum,2012-08-09,2012-08-21,FALSE,National,,928,0.585,,0.1,,0.172,,,,0.157,0.21,0.056,0.119,,0.025,0.037,,,,,,,,,,,0.023,,,0.076,0.009,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217064211/http://www.factum.cz/502_zemanovci-nabiraji-tempo
PPM Factum,2012-07-12,2012-07-22,FALSE,National,,956,0.62,,0.1,,0.177,,,,0.17,0.227,0.061,0.126,,0.034,0.036,,,,,,,,,,,0.027,,,0.054,0.017,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217064847/http://www.factum.cz/499_socialnim-demokratum-by-nestacila-podpora-komunistu
PPM Factum,2012-06-14,2012-06-26,FALSE,National,,961,0.614,,0.1,,0.166,,,,0.171,0.227,0.062,0.13,,0.042,0.04,,,,,,,,,,,0.029,,,0.055,,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217065205/http://www.factum.cz/497_strana-milose-zemana-by-prekrocila-petiprocentni-hranici
Median,2012-05-17,2012-06-16,FALSE,National,,936,0.595,,0.5,,0.225,,,,0.18,0.26,0.045,0.125,,0.025,0.035,,,,,,,,,,,0.025,,,0.02,0.01,,,,,,,,,,,,,,,,,,0.05,https://www.median.eu/cs/wp-content/uploads/docs/preference_2012_05.pdf
CVVM,2012-06-04,2012-06-11,FALSE,National,,976,0.61,547,0.5,,0.2,,,,0.205,0.31,0.07,0.1,,,0.045,,,,,,,,,,,,,,0.03,0.005,,,,,,,,,,,,,,,,,,0.035,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1577/f9/pv120620.pdf
STEM,2012-06-01,2012-06-11,FALSE,National,,1112,,866,0.1,,0.191,,,,0.162,0.281,0.058,0.122,,,0.041,,,,,,,,,,,0.017,,,0.042,0.015,,,,,,,,,,,,,,,,,,0.071,https://www.stem.cz/wp-content/uploads/2015/12/2525_1551.pdf
PPM Factum,2012-05-17,2012-05-27,FALSE,National,,947,0.616,,0.1,,0.153,,,,0.181,0.262,0.066,0.109,,0.037,0.051,,,,,,,,,,,0.026,,,0.048,0.009,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217061423/http://www.factum.cz/492_kauza-rath-poskodila-cssd-jen-mirne
STEM,2012-05-12,2012-05-21,FALSE,National,,975,,720,0.1,,0.191,,,,0.178,0.316,0.05,0.104,,,0.042,,,,,,,,,,,0.014,,,0.028,0.014,,,,,,,,,,,,,,,,,,0.064,https://www.stem.cz/wp-content/uploads/2015/12/2464_1520.pdf
Median,2012-04-17,2012-05-16,FALSE,National,,925,0.62,,0.5,,0.205,,,,0.14,0.325,0.05,0.115,,0.02,0.02,,,,,,,,,,,0.025,,,0.02,0.02,,,,,,,,,,,,,,,,,,0.06,https://www.median.eu/cs/wp-content/uploads/docs/preference_2012_04.pdf
CVVM,2012-05-07,2012-05-14,FALSE,National,,995,0.58,513,0.5,,0.17,,,,0.215,0.365,0.055,0.105,,,0.025,,,,,,,,,,,,,,0.015,0.015,,,,,,,,,,,,,,,,,,0.035,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1613/f9/pv120523.pdf
PPM Factum,2012-04-19,2012-05-01,FALSE,National,,964,0.614,,0.1,,0.164,,,,0.176,0.273,0.072,0.107,,0.031,0.051,,,,,,,,,,,0.027,,,0.034,0.012,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217063117/http://www.factum.cz/489_levicove-strany-dal-posiluji
STEM,2012-04-18,2012-04-29,FALSE,National,,1084,,802,0.1,,0.161,,,,0.189,0.353,0.042,0.092,,,0.034,,,,,,,,,,,0.015,,,0.03,0.012,,,,,,,,,,,,,,,,,,0.073,https://www.stem.cz/wp-content/uploads/2015/12/2417_1499.pdf
Median,2012-03-17,2012-04-16,FALSE,National,,1021,0.63,,0.5,,0.195,,,,0.13,0.31,0.06,0.11,,0.03,0.02,,,,,,,,,,,0.025,,,0.03,0.03,,,,,,,,,,,,,,,,,,0.06,https://www.median.eu/cs/wp-content/uploads/docs/preference_2012_03.pdf
CVVM,2012-04-02,2012-04-09,FALSE,National,,997,0.63,562,0.5,,0.175,,,,0.2,0.37,0.055,0.115,,,0.015,,,,,,,,,,,,,,0.02,0.02,,,,,,,,,,,,,,,,,,0.03,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1549/f9/pv120418.pdf
STEM,2012-03-23,2012-04-03,FALSE,National,,1118,,812,0.1,,0.186,,,,0.145,0.335,0.045,0.116,,,0.039,,,,,,,,,,,0.018,,,0.034,0.018,,,,,,,,,,,,,,,,,,0.065,https://www.stem.cz/wp-content/uploads/2015/12/2413_1497.pdf
PPM Factum,2012-03-23,2012-04-03,FALSE,National,,964,0.607,,0.1,,0.172,,,,0.149,0.269,0.06,0.131,,0.031,0.045,,,,,,,,,,,0.029,,,0.033,0.014,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217062509/http://www.factum.cz/486_kdu-csl-vaznym-kandidatem-do-snemovny
CVVM,2012-03-05,2012-03-12,FALSE,National,,1004,0.59,535,0.5,,0.2,,,,0.165,0.35,0.045,0.14,,,0.02,,,,,,,,,,,,,,0.02,0.03,,,,,,,,,,,,,,,,,,0.03,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1632/f9/pv120321.pdf
PPM Factum,2012-02-23,2012-03-06,FALSE,National,,959,0.594,,0.1,,0.184,,,,0.144,0.261,0.042,0.133,,0.036,0.039,,,,,,,,,,,0.035,,,0.047,0.023,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20131214063037/http://www.factum.cz/483_pujdeme-slovenskou-cestou
STEM,2012-02-22,2012-03-02,FALSE,National,,1096,,784,0.1,,0.197,,,,0.151,0.361,0.048,0.113,,,0.025,,,,,,,,,,,0.014,,,0.022,0.029,,,,,,,,,,,,,,,,,,0.039,https://www.stem.cz/wp-content/uploads/2015/12/2356_1468.pdf
CVVM,2012-02-06,2012-02-13,FALSE,National,,1006,0.57,521,0.5,,0.235,,,,0.155,0.325,0.04,0.14,,,0.03,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,0.04,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1598/f9/pv120222.pdf
PPM Factum,2012-01-27,2012-02-07,FALSE,National,,963,0.579,,0.1,,0.194,,,,0.149,0.255,0.043,0.15,,,0.041,,,,,,,,,,,0.032,,,0.044,0.022,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217064225/http://www.factum.cz/478_v-poslanecke-snemovne-by-zasedly-jen-4-strany
CVVM,2012-01-09,2012-01-16,FALSE,National,,1037,0.6,562,0.5,,0.235,,,,0.125,0.34,0.045,0.15,,,0.025,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,0.04,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1602/f9/pv120125.pdf
STEM,2011-12-29,2012-01-09,FALSE,National,,1258,,1018,0.1,,0.184,,,,0.14,0.308,0.048,0.135,,,0.037,,,,,,,,,,,0.025,,,0.021,0.043,,,,,,,,,,,,,,,,,,0.059,https://www.stem.cz/wp-content/uploads/2015/12/2334_1457.pdf
CVVM,2011-12-05,2011-12-12,FALSE,National,,1002,0.54,479,0.5,,0.185,,,,0.17,0.34,0.04,0.175,,,0.025,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,0.05,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1608/f9/pv111221.pdf
STEM,2011-12-01,2011-12-09,FALSE,National,,1227,,971,0.1,,0.173,,,,0.158,0.311,0.051,0.126,,,0.044,,,,,,,,,,,0.03,,,0.019,0.025,,,,,,,,,,,,,,,,,,0.062,https://www.stem.cz/wp-content/uploads/2015/12/2298_1439.pdf
PPM Factum,2011-11-16,2011-11-29,FALSE,National,,940,0.578,,0.1,,,,,,0.158,0.261,0.054,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217062533/http://www.factum.cz/472_top-09-opet-posiluje-zeleni-nemaji-nic-jiste
CVVM,2011-11-07,2011-11-14,FALSE,National,,966,0.59,513,0.5,,0.215,,,,0.17,0.345,0.045,0.135,,,0.02,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,0.03,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1665/f9/pv111123.pdf
STEM,2011-10-31,2011-11-07,FALSE,National,,1257,,955,0.1,,0.193,,,,0.145,0.338,0.038,0.145,,,0.03,,,,,,,,,,,0.02,,,0.011,0.029,,,,,,,,,,,,,,,,,,0.051,https://www.stem.cz/wp-content/uploads/2015/12/2271_1426.pdf
PPM Factum,2011-10-20,2011-11-01,FALSE,National,,933,0.585,,0.1,,0.192,,,,0.159,0.285,0.059,0.137,,,0.054,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217061639/http://www.factum.cz/469_kdu-csl-a-zeleni-namisto-veci-verejnych
STEM,2011-10-07,2011-10-15,FALSE,National,,1277,,985,0.1,,0.204,,,,0.145,0.328,0.043,0.121,,,0.042,,,,,,,,,,,0.021,,,0.016,0.026,,,,,,,,,,,,,,,,,,0.056,https://www.stem.cz/wp-content/uploads/2015/12/2248_1415.pdf
CVVM,2011-10-03,2011-10-10,FALSE,National,,1003,0.6,540,0.5,,0.235,,,,0.155,0.32,0.045,0.14,,,0.025,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,0.04,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1621/f9/pv111019a.pdf
PPM Factum,2011-09-23,2011-10-03,FALSE,National,,926,0.58,,0.1,,,,,,0.16,0.273,0.06,0.125,,,0.049,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217063013/http://www.factum.cz/464_strana-zelenych-se-opet-blizi-k-petiprocentni-hranici
STEM,2011-09-08,2011-09-16,FALSE,National,,1237,,914,0.1,,0.175,,,,0.16,0.349,0.037,0.134,,,0.034,,,,,,,,,,,0.024,,,0.012,0.043,,,,,,,,,,,,,,,,,,0.032,https://www.stem.cz/wp-content/uploads/2015/12/2244_1413.pdf
PPM Factum,2011-09-09,2011-09-14,FALSE,National,,940,0.583,,0.1,,0.196,,,,0.16,0.293,,0.125,,,,,,,,,,,,,,,,,,0.033,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217062227/http://www.factum.cz/462_levicove-strany-udrzuji-prevahu-nad-pravicovymi
CVVM,2011-09-05,2011-09-12,FALSE,National,,940,0.55,468,0.5,,0.215,,,,0.165,0.35,0.05,0.135,,,0.025,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,0.025,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1624/f9/pv110921.pdf
PPM Factum,2011-08-12,2011-08-22,FALSE,National,,881,0.556,,0.1,,0.187,,,,0.155,0.289,0.065,0.136,,,0.04,,,,,,,,,,,0.014,,,0.024,0.037,,,,,,,,,,,,,,,,,,0.053,https://web.archive.org/web/20150217063411/http://www.factum.cz/459_stabilizace-mirne-levicove-vetsiny
PPM Factum,2011-07-15,2011-07-20,FALSE,National,,904,0.555,,0.1,,0.167,,,,0.163,0.291,0.055,0.147,,,0.052,,,,,,,,,,,0.015,,,0.026,0.037,,,,,,,,,,,,,,,,,,0.047,https://web.archive.org/web/20150217064250/http://www.factum.cz/458_v-pestrobarevne-snemovne-by-dominovala-levice
CVVM,2011-06-06,2011-06-13,FALSE,National,,967,0.58,505,0.5,,0.21,,,,0.155,0.335,0.055,0.16,,,0.025,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,0.025,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a594/f9/101162s_pv110623.pdf
STEM,2011-06-02,2011-06-10,FALSE,National,,1244,,982,0.1,,0.191,,,,0.144,0.347,0.043,0.137,,,0.035,,,,,,,,,,,0.014,,,0.011,0.038,,,,,,,,,,,,,,,,,,0.038,https://www.stem.cz/wp-content/uploads/2015/12/2230_1406.pdf
PPM Factum,2011-05-20,2011-05-25,FALSE,National,,928,0.558,,0.1,,0.202,,,,0.143,0.298,0.06,0.154,,,0.044,,,,,,,,,,,0.013,,,0.021,0.03,,,,,,,,,,,,,,,,,,0.035,https://www.patria.cz/zpravodajstvi/1835507/factum-invenio-vetsina-cssdkscm-vv-pod-hranici-volitelnosti-sili-lidovci.html
CVVM,2011-05-02,2011-05-09,FALSE,National,,1059,0.59,571,0.5,,0.21,,,,0.15,0.335,0.045,0.165,,,0.025,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,0.035,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a613/f9/101150s_pv110518.pdf
STEM,2011-05-02,2011-05-09,FALSE,National,,1219,,913,0.1,,0.184,,,,0.146,0.371,0.041,0.138,,,0.019,,,,,,,,,,,0.02,,,0.017,0.031,,,,,,,,,,,,,,,,,,0.033,https://www.stem.cz/wp-content/uploads/2015/12/2203_1392.pdf
PPM Factum,2011-04-15,2011-04-20,FALSE,National,,992,0.584,,0.1,,0.203,,,,0.143,0.291,0.066,0.142,,,,,,,,,,,,,,,,,,0.047,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217063948/http://www.factum.cz/449_pravicova-vladni-koalice-by-nevznikla
CVVM,2011-04-04,2011-04-11,FALSE,National,,931,0.61,511,0.5,,0.22,,,,0.12,0.35,0.035,0.155,,,0.03,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,0.035,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1216/f9/101137s_pv110421.pdf
STEM,2011-03-31,2011-04-08,FALSE,National,,1286,,1017,0.1,,0.185,,,,0.125,0.367,0.03,0.125,,,0.03,,,,,,,,,,,0.018,,,0.015,0.07,,,,,,,,,,,,,,,,,,0.035,https://www.stem.cz/wp-content/uploads/2015/12/2167_1374.pdf
PPM Factum,2011-03-25,2011-03-30,FALSE,National,,961,0.591,,0.1,,0.192,,,,0.136,0.284,0.059,0.139,,,0.043,,,,,,,,,,,0.03,,,0.05,0.067,,,,,,,,,,,,,,,,,,0.045,https://www.parlamentnilisty.cz/arena/monitor/Vladni-koalice-by-nyni-ve-volbach-ziskala-jen-88-kresel-193600
CVVM,2011-03-07,2011-03-14,FALSE,National,,1242,0.63,712,0.5,,0.22,,,,0.125,0.34,0.045,0.135,,,0.02,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,0.02,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1205/f9/101126s_pv110323.pdf
PPM Factum,2011-02-11,2011-02-16,FALSE,National,,982,0.61,,0.1,,0.198,,,,0.13,0.245,0.088,0.154,,,0.044,,,,,,,,,,,0.024,,,0.01,0.065,,,,,,,,,,,,,,,,,,0.042,https://www.patria.cz/zpravodajstvi/1782575/factum-invenio-soucasna-vladni-koalice-by-dosahla-nyni-na-94-kresel-nad-polovinu-jen-s-lidovci.html
CVVM,2011-02-07,2011-02-14,FALSE,National,,1020,0.6,572,0.5,,0.22,,,,0.13,0.31,0.04,0.17,,,0.02,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,0.03,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1218/f9/101109s_pv110225.pdf
STEM,2011-02-01,2011-02-04,FALSE,National,,1246,,1035,0.1,,0.193,,,,0.112,0.329,0.04,0.143,,,0.031,,,,,,,,,,,0.014,,,0.012,0.105,,,,,,,,,,,,,,,,,,0.022,https://www.stem.cz/wp-content/uploads/2015/12/2118_1350.pdf
PPM Factum,2011-01-14,2011-01-19,FALSE,National,,982,0.6,,0.1,,0.201,,,,0.138,0.243,0.075,,,,,,,,,,,,,,,,,,,0.073,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217064555/http://www.factum.cz/431_vladni-koalice-by-ziskala-krehkou-vetsinu
CVVM,2011-01-10,2011-01-17,FALSE,National,,985,0.58,524,0.5,,0.265,,,,0.085,0.29,0.045,0.17,,,0.025,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,0.03,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a495/f9/101092s_pv110127.pdf
STEM,2011-01-03,2011-01-10,FALSE,National,,1245,,995,0.1,,0.188,,,,0.14,0.33,0.048,0.125,,,0.035,,,,,,,,,,,0.013,,,0.009,0.078,,,,,,,,,,,,,,,,,,0.035,https://www.stem.cz/wp-content/uploads/2015/12/2104_1343.pdf
PPM Factum,2010-12-03,2010-12-08,FALSE,National,,982,,,0.1,,0.202,,,,0.131,0.242,0.068,0.177,,,0.037,,,,,,,,,,,0.02,,,0.025,0.063,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217064550/http://www.factum.cz/427_2010-strany-jako-na-houpacce
STEM,2010-11-30,2010-12-06,FALSE,National,,1223,,1046,0.1,,0.182,,,,0.13,0.333,0.042,0.164,,,0.04,,,,,,,,,,,0.015,,,0.005,0.06,,,,,,,,,,,,,,,,,,0.029,https://www.stem.cz/wp-content/uploads/2015/12/2082_1332.pdf
CVVM,2010-11-29,2010-12-06,FALSE,National,,980,0.58,544,0.5,,0.22,,,,0.12,0.31,0.035,0.195,,,0.025,,,,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,0.03,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a480/f9/101077s_pv101216.pdf
CVVM,2010-11-08,2010-11-15,FALSE,National,,971,0.59,543,0.5,,0.21,,,,0.1,0.33,0.04,0.215,,,0.025,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,0.03,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a472/f9/101069s_pv101124.pdf
STEM,2010-11-01,2010-11-08,FALSE,National,,1255,,1084,0.1,,0.207,,,,0.106,0.333,0.046,0.162,,,0.024,,,,,,,,,,,0.013,,,0.007,0.066,,,,,,,,,,,,,,,,,,0.035,https://www.stem.cz/wp-content/uploads/2015/12/2047_1315.pdf
PPM Factum,2010-10-22,2010-10-27,FALSE,National,,965,0.627,,0.1,,0.188,,,,0.12,0.26,0.056,0.179,,,0.039,,,,,,,,,,,0.031,,,,0.063,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217062447/http://www.factum.cz/419_parlamentni-volebni-model
CVVM,2010-10-04,2010-10-11,FALSE,National,,1021,0.59,569,0.5,,0.205,,,,0.125,0.31,0.04,0.15,,,0.025,,,,,,,,,,,0.02,,,,0.1,,,,,,,,,,,,,,,,,,0.025,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a455/f9/101052s_pv101025.pdf
STEM,2010-10-01,2010-10-09,FALSE,National,,1244,,1062,0.1,,0.186,,,,0.141,0.299,0.03,0.149,,,0.028,,,,,,,,,,,0.023,,,0.023,0.081,,,,,,,,,,,,,,,,,,0.04,https://www.stem.cz/wp-content/uploads/2015/12/2019_1300.pdf
PPM Factum,2010-09-24,2010-09-29,FALSE,National,,960,0.627,,0.1,,0.208,,,,0.135,0.229,0.058,0.163,,,0.025,,,,,,,,,,,,,,0.023,0.096,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20150217063831/http://www.factum.cz/418_kdu-csl-zpatky-ve-hre
PPM Factum,2010-09-10,2010-09-15,FALSE,National,,943,0.627,,0.1,,0.207,,,,0.133,0.222,0.043,0.181,,,0.03,,,,,,,,,,,0.03,,,0.033,0.088,,,,,,,,,,,,,,,,,,,https://www.idnes.cz/zpravy/domaci/koalice-by-ve-snemovne-ztratila-sest-poslancu-tvrdi-pruzkum.A100929_120530_domaci_jw
STEM,2010-09-03,2010-09-13,FALSE,National,,1228,,1030,0.1,,0.193,,,,0.139,0.271,0.037,0.154,,,0.03,,,,,,,,,,,0.026,,,0.019,0.108,,,,,,,,,,,,,,,,,,0.023,https://www.stem.cz/wp-content/uploads/2015/12/1987_1284.pdf
CVVM,2010-08-30,2010-09-06,FALSE,National,,964,0.6,534,0.5,,0.235,,,,0.125,0.27,0.025,0.165,,,0.01,,,,,,,,,,,0.01,,,0.01,0.14,,,,,,,,,,,,,,,,,,0.01,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a463/f9/101060s_pv100921.pdf
PPM Factum,2010-08-13,2010-08-18,FALSE,National,,964,0.623,,0.1,,0.201,,,,0.134,0.208,0.044,0.196,,,0.039,,,,,,,,,,,,,,0.031,0.079,,,,,,,,,,,,,,,,,,0.068,https://www.parlamentnilisty.cz/archiv/V-srpnu-by-volby-do-snemovny-tesne-vyhrala-CSSD-173943
